season,team,team_abbr,player,salary,team_raw,player_raw,salary_raw
2003,atlanta hawks,ATL,dermarr johnson,2423280,"Atlanta Hawks           Total: $55,620,088",DerMarr Johnson,"$2,423,280"
2003,atlanta hawks,ATL,jason terry,2153934,"Atlanta Hawks           Total: $55,620,088",Jason Terry,"$2,153,934"
2003,atlanta hawks,ATL,dion glover,1584312,"Atlanta Hawks           Total: $55,620,088",Dion Glover,"$1,584,312"
2003,atlanta hawks,ATL,emanual davis,824935,"Atlanta Hawks           Total: $55,620,088",Emanual Davis,"$824,935  [minimum (2-year contract)]"
2003,atlanta hawks,ATL,dan dickau,776880,"Atlanta Hawks           Total: $55,620,088",Dan Dickau,"$776,880"
2003,atlanta hawks,ATL,darvin ham,699935,"Atlanta Hawks           Total: $55,620,088",Darvin Ham,"$699,935  [minimum, counts $637,435]"
2003,atlanta hawks,ATL,ira newble,587435,"Atlanta Hawks           Total: $55,620,088",Ira Newble,"$587,435  [minimum]"
2003,atlanta hawks,ATL,matt maloney,170716,"Atlanta Hawks           Total: $55,620,088",Matt Maloney,"$170,716  [s. 11/21, rel. 1/3, c. $155,472]"
2003,atlanta hawks,ATL,amal mccaskill,143277,"Atlanta Hawks           Total: $55,620,088",Amal McCaskill,"$143,277  [released 12/10/02]"
2003,atlanta hawks,ATL,antonio harvey,60361,"Atlanta Hawks           Total: $55,620,088",Antonio Harvey,"$60,361  [released 11/9/02, counts $46,642]"
2003,atlanta hawks,ATL,paul shirley,29832,"Atlanta Hawks           Total: $55,620,088",Paul Shirley,"$29,832  [signed 10-day 1/8]"
2003,atlanta hawks,ATL,mike wilks,29832,"Atlanta Hawks           Total: $55,620,088",Mike Wilks,"$29,832  [signed 10-day 1/9]"
2003,atlanta hawks,ATL,mike wilks,25570,"Atlanta Hawks           Total: $55,620,088",Mike Wilks,"$25,570  [signed 12/25, released 1/7]"
2004,atlanta hawks,ATL,shareef abdur-rahim,13500000,"Atlanta Hawks           Total: $64,372,340",Shareef Abdur-Rahim,"$13,500,000"
2004,atlanta hawks,ATL,terrell brandon,11100000,"Atlanta Hawks           Total: $64,372,340",Terrell Brandon,"$11,100,000"
2004,atlanta hawks,ATL,theo ratliff,10156250,"Atlanta Hawks           Total: $64,372,340",Theo Ratliff,"$10,156,250"
2004,atlanta hawks,ATL,jason terry,8333333,"Atlanta Hawks           Total: $64,372,340",Jason Terry,"$8,333,333"
2004,atlanta hawks,ATL,alan henderson,7682188,"Atlanta Hawks           Total: $64,372,340",Alan Henderson,"$7,682,188"
2004,atlanta hawks,ATL,nazr mohammed,5000000,"Atlanta Hawks           Total: $64,372,340",Nazr Mohammed,"$5,000,000"
2004,atlanta hawks,ATL,chris crawford,3000000,"Atlanta Hawks           Total: $64,372,340",Chris Crawford,"$3,000,000"
2004,atlanta hawks,ATL,boris diaw,1021080,"Atlanta Hawks           Total: $64,372,340",Boris Diaw,"$1,021,080"
2004,atlanta hawks,ATL,dion glover,1000000,"Atlanta Hawks           Total: $64,372,340",Dion Glover,"$1,000,000"
2004,atlanta hawks,ATL,stephen jackson,1000000,"Atlanta Hawks           Total: $64,372,340",Stephen Jackson,"$1,000,000"
2004,atlanta hawks,ATL,dan dickau,835200,"Atlanta Hawks           Total: $64,372,340",Dan Dickau,"$835,200"
2004,atlanta hawks,ATL,jacque vaughn,813679,"Atlanta Hawks           Total: $64,372,340",Jacque Vaughn,"$813,679  [minimum, counts $688,679]"
2004,atlanta hawks,ATL,obinna ekezie,688679,"Atlanta Hawks           Total: $64,372,340",Obinna Ekezie,"$688,679  [minimum]"
2004,atlanta hawks,ATL,travis hansen,366931,"Atlanta Hawks           Total: $64,372,340",Travis Hansen,"$366,931  [minimum]"
2005,atlanta hawks,ATL,antoine walker,14625000,"Atlanta Hawks           Total: $40,684,848",Antoine Walker,"$14,625,000"
2005,atlanta hawks,ATL,al harrington,6325000,"Atlanta Hawks           Total: $40,684,848",Al Harrington,"$6,325,000"
2005,atlanta hawks,ATL,chris crawford,3250000,"Atlanta Hawks           Total: $40,684,848",Chris Crawford,"$3,250,000"
2005,atlanta hawks,ATL,tony delk,2700000,"Atlanta Hawks           Total: $40,684,848",Tony Delk,"$2,700,000"
2005,atlanta hawks,ATL,predrag drobnjak,2550000,"Atlanta Hawks           Total: $40,684,848",Predrag Drobnjak,"$2,550,000"
2005,atlanta hawks,ATL,josh childress,2490360,"Atlanta Hawks           Total: $40,684,848",Josh Childress,"$2,490,360"
2005,atlanta hawks,ATL,jon barry,1800000,"Atlanta Hawks           Total: $40,684,848",Jon Barry,"$1,800,000"
2005,atlanta hawks,ATL,jason collier,1500000,"Atlanta Hawks           Total: $40,684,848",Jason Collier,"$1,500,000"
2005,atlanta hawks,ATL,kevin willis,1300000,"Atlanta Hawks           Total: $40,684,848",Kevin Willis,"$1,300,000"
2005,atlanta hawks,ATL,josh smith,1270080,"Atlanta Hawks           Total: $40,684,848",Josh Smith,"$1,270,080"
2005,atlanta hawks,ATL,kenny anderson,1100000,"Atlanta Hawks           Total: $40,684,848",Kenny Anderson,"$1,100,000  [minimum, counts $745,046]"
2005,atlanta hawks,ATL,boris diaw,1097640,"Atlanta Hawks           Total: $40,684,848",Boris Diaw,"$1,097,640"
2005,atlanta hawks,ATL,royal ivey,425000,"Atlanta Hawks           Total: $40,684,848",Royal Ivey,"$425,000"
2005,atlanta hawks,ATL,donta smith,425000,"Atlanta Hawks           Total: $40,684,848",Donta Smith,"$425,000"
2005,atlanta hawks,ATL,jelani mccoy,167418,"Atlanta Hawks           Total: $40,684,848",Jelani McCoy,"$167,418  [min, c $154,461, s 11/8, r 12/14]"
2005,atlanta hawks,ATL,anthony miller,34118,"Atlanta Hawks           Total: $40,684,848",Anthony Miller,"$34,118  [min, counts $27,258, rel 11/8]"
2006,atlanta hawks,ATL,joe johnson,12000000,"Atlanta Hawks            Total: $42,944,553",Joe Johnson,"$12,000,000"
2006,atlanta hawks,ATL,al harrington,6957500,"Atlanta Hawks            Total: $42,944,553",Al Harrington,"$6,957,500"
2006,atlanta hawks,ATL,zaza pachulia,4000000,"Atlanta Hawks            Total: $42,944,553",Zaza Pachulia,"$4,000,000"
2006,atlanta hawks,ATL,marvin williams,3883560,"Atlanta Hawks            Total: $42,944,553",Marvin Williams,"$3,883,560"
2006,atlanta hawks,ATL,tyronn lue,3500000,"Atlanta Hawks            Total: $42,944,553",Tyronn Lue,"$3,500,000"
2006,atlanta hawks,ATL,tony delk,3375000,"Atlanta Hawks            Total: $42,944,553",Tony Delk,"$3,375,000"
2006,atlanta hawks,ATL,josh childress,2677200,"Atlanta Hawks            Total: $42,944,553",Josh Childress,"$2,677,200"
2006,atlanta hawks,ATL,jason collier,1650000,"Atlanta Hawks            Total: $42,944,553",Jason Collier,"$1,650,000  [died 10/15/05, still counts]"
2006,atlanta hawks,ATL,josh smith,1365360,"Atlanta Hawks            Total: $42,944,553",Josh Smith,"$1,365,360"
2006,atlanta hawks,ATL,john edwards,1000000,"Atlanta Hawks            Total: $42,944,553",John Edwards,"$1,000,000"
2006,atlanta hawks,ATL,salim stoudamire,675000,"Atlanta Hawks            Total: $42,944,553",Salim Stoudamire,"$675,000"
2006,atlanta hawks,ATL,royal ivey,641748,"Atlanta Hawks            Total: $42,944,553",Royal Ivey,"$641,748  [minimum]"
2006,atlanta hawks,ATL,donta smith,641748,"Atlanta Hawks            Total: $42,944,553",Donta Smith,"$641,748  [minimum]"
2006,atlanta hawks,ATL,esteban batista,398762,"Atlanta Hawks            Total: $42,944,553",Esteban Batista,"$398,762  [minimum]"
2006,atlanta hawks,ATL,john thomas,178675,"Atlanta Hawks            Total: $42,944,553",John Thomas,"$178,675  [signed 11/25, released 1/5]"
2007,atlanta hawks,ATL,joe johnson,12744189,"Atlanta Hawks            Total: $48,456,234",Joe Johnson,"$12,744,189"
2007,atlanta hawks,ATL,speedy claxton,6854546,"Atlanta Hawks            Total: $48,456,234",Speedy Claxton,"$6,854,546"
2007,atlanta hawks,ATL,marvin williams,4174800,"Atlanta Hawks            Total: $48,456,234",Marvin Williams,"$4,174,800"
2007,atlanta hawks,ATL,zaza pachulia,4000000,"Atlanta Hawks            Total: $48,456,234",Zaza Pachulia,"$4,000,000"
2007,atlanta hawks,ATL,tyronn lue,3500000,"Atlanta Hawks            Total: $48,456,234",Tyronn Lue,"$3,500,000"
2007,atlanta hawks,ATL,lorenzen wright,3250000,"Atlanta Hawks            Total: $48,456,234",Lorenzen Wright,"$3,250,000"
2007,atlanta hawks,ATL,shelden williams,2952840,"Atlanta Hawks            Total: $48,456,234",Shelden Williams,"$2,952,840"
2007,atlanta hawks,ATL,josh childress,2863920,"Atlanta Hawks            Total: $48,456,234",Josh Childress,"$2,863,920"
2007,atlanta hawks,ATL,anthony johnson,2640000,"Atlanta Hawks            Total: $48,456,234",Anthony Johnson,"$2,640,000"
2007,atlanta hawks,ATL,josh smith,1460640,"Atlanta Hawks            Total: $48,456,234",Josh Smith,"$1,460,640"
2007,atlanta hawks,ATL,royal ivey,744551,"Atlanta Hawks            Total: $48,456,234",Royal Ivey,"$744,551  [minimum]"
2007,atlanta hawks,ATL,salim stoudamire,729000,"Atlanta Hawks            Total: $48,456,234",Salim Stoudamire,"$729,000"
2007,atlanta hawks,ATL,esteban batista,664209,"Atlanta Hawks            Total: $48,456,234",Esteban Batista,"$664,209  [minimum]"
2007,atlanta hawks,ATL,stanislav medvedenko,625132,"Atlanta Hawks            Total: $48,456,234",Stanislav Medvedenko,"$625,132  [min, counts $499,394, s 12/28]"
2007,atlanta hawks,ATL,solomon jones,675000,"Atlanta Hawks            Total: $48,456,234",Solomon Jones,"$675,000"
2007,atlanta hawks,ATL,cedric bozeman,412718,"Atlanta Hawks            Total: $48,456,234",Cedric Bozeman,"$412,718  [minimum, released 1/3]"
2007,atlanta hawks,ATL,matt freije,145961,"Atlanta Hawks            Total: $48,456,234",Matt Freije,"$145,961  [minimum, released 12/28]"
2007,atlanta hawks,ATL,dijon thompson,89101,"Atlanta Hawks            Total: $48,456,234",Dijon Thompson,"$89,101  [min, signed 1/6, rel 1/27]"
2007,atlanta hawks,ATL,jeremy richardson,55365,"Atlanta Hawks            Total: $48,456,234",Jeremy Richardson,"$55,365  [min, signed 1/27, rel 2/20]"
2008,atlanta hawks,ATL,mike bibby,13500000,"Atlanta Hawks            Total: $55,501,133",Mike Bibby,"$13,500,000"
2008,atlanta hawks,ATL,joe johnson,13488377,"Atlanta Hawks            Total: $55,501,133",Joe Johnson,"$13,488,377"
2008,atlanta hawks,ATL,speedy claxton,6306182,"Atlanta Hawks            Total: $55,501,133",Speedy Claxton,"$6,306,182"
2008,atlanta hawks,ATL,marvin williams,4466040,"Atlanta Hawks            Total: $55,501,133",Marvin Williams,"$4,466,040"
2008,atlanta hawks,ATL,zaza pachulia,4000000,"Atlanta Hawks            Total: $55,501,133",Zaza Pachulia,"$4,000,000"
2008,atlanta hawks,ATL,al horford,3745800,"Atlanta Hawks            Total: $55,501,133",Al Horford,"$3,745,800"
2008,atlanta hawks,ATL,josh childress,3631449,"Atlanta Hawks            Total: $55,501,133",Josh Childress,"$3,631,449"
2008,atlanta hawks,ATL,josh smith,2243543,"Atlanta Hawks            Total: $55,501,133",Josh Smith,"$2,243,543"
2008,atlanta hawks,ATL,acie law,1927080,"Atlanta Hawks            Total: $55,501,133",Acie Law,"$1,927,080"
2008,atlanta hawks,ATL,salim stoudamire,783000,"Atlanta Hawks            Total: $55,501,133",Salim Stoudamire,"$783,000"
2008,atlanta hawks,ATL,solomon jones,729000,"Atlanta Hawks            Total: $55,501,133",Solomon Jones,"$729,000"
2008,atlanta hawks,ATL,mario west,427163,"Atlanta Hawks            Total: $55,501,133",Mario West,"$427,163  [minimum]"
2008,atlanta hawks,ATL,jeremy richardson,253499,"Atlanta Hawks            Total: $55,501,133",Jeremy Richardson,"$253,499  [signed 2/18/08]"
2009,atlanta hawks,ATL,mike bibby,14983603,"Atlanta Hawks            Total: $68,168,841",Mike Bibby,"$14,983,603"
2009,atlanta hawks,ATL,joe johnson,14232567,"Atlanta Hawks            Total: $68,168,841",Joe Johnson,"$14,232,567"
2009,atlanta hawks,ATL,josh smith,10000000,"Atlanta Hawks            Total: $68,168,841",Josh Smith,"$10,000,000"
2009,atlanta hawks,ATL,speedy claxton,5757818,"Atlanta Hawks            Total: $68,168,841",Speedy Claxton,"$5,757,818"
2009,atlanta hawks,ATL,marvin williams,5636143,"Atlanta Hawks            Total: $68,168,841",Marvin Williams,"$5,636,143"
2009,atlanta hawks,ATL,al horford,4026720,"Atlanta Hawks            Total: $68,168,841",Al Horford,"$4,026,720"
2009,atlanta hawks,ATL,zaza pachulia,4000000,"Atlanta Hawks            Total: $68,168,841",Zaza Pachulia,"$4,000,000"
2009,atlanta hawks,ATL,maurice evans,2500000,"Atlanta Hawks            Total: $68,168,841",Maurice Evans,"$2,500,000"
2009,atlanta hawks,ATL,acie law,2071680,"Atlanta Hawks            Total: $68,168,841",Acie Law,"$2,071,680"
2009,atlanta hawks,ATL,flip murray,1500000,"Atlanta Hawks            Total: $68,168,841",Flip Murray,"$1,500,000"
2009,atlanta hawks,ATL,solomon jones,797581,"Atlanta Hawks            Total: $68,168,841",Solomon Jones,"$797,581  minimum"
2009,atlanta hawks,ATL,randolph morris,797581,"Atlanta Hawks            Total: $68,168,841",Randolph Morris,"$797,581  minimum"
2009,atlanta hawks,ATL,thomas gardner,711517,"Atlanta Hawks            Total: $68,168,841",Thomas Gardner,"$711,517  minimum"
2009,atlanta hawks,ATL,mario west,711517,"Atlanta Hawks            Total: $68,168,841",Mario West,"$711,517  minimum"
2009,atlanta hawks,ATL,othello hunter,442114,"Atlanta Hawks            Total: $68,168,841",Othello Hunter,"$442,114  minimum"
2010,atlanta hawks,ATL,joe johnson,14976754,"Atlanta Hawks .......... Total $65,046,378",Joe Johnson,"$14,976,754"
2010,atlanta hawks,ATL,josh smith,10800000,"Atlanta Hawks .......... Total $65,046,378",Josh Smith,"$10,800,000"
2010,atlanta hawks,ATL,jamal crawford,9360000,"Atlanta Hawks .......... Total $65,046,378",Jamal Crawford,"$9,360,000"
2010,atlanta hawks,ATL,marvin williams,7500000,"Atlanta Hawks .......... Total $65,046,378",Marvin Williams,"$7,500,000"
2010,atlanta hawks,ATL,mike bibby,6217617,"Atlanta Hawks .......... Total $65,046,378",Mike Bibby,"$6,217,617"
2010,atlanta hawks,ATL,zaza pachulia,4750000,"Atlanta Hawks .......... Total $65,046,378",Zaza Pachulia,"$4,750,000"
2010,atlanta hawks,ATL,al horford,4307640,"Atlanta Hawks .......... Total $65,046,378",Al Horford,"$4,307,640  3rd year of rookie contract"
2010,atlanta hawks,ATL,maurice evans,2500000,"Atlanta Hawks .......... Total $65,046,378",Maurice Evans,"$2,500,000"
2010,atlanta hawks,ATL,jeff teague,1373880,"Atlanta Hawks .......... Total $65,046,378",Jeff Teague,"$1,373,880  1st year of rookie contract"
2010,atlanta hawks,ATL,joe smith,1306455,"Atlanta Hawks .......... Total $65,046,378",Joe Smith,"$1,306,455  minimum, counts $825,497"
2010,atlanta hawks,ATL,jason collins,1181803,"Atlanta Hawks .......... Total $65,046,378",Jason Collins,"$1,181,803  minimum, counts $825,497"
2010,atlanta hawks,ATL,randolph morris,855189,"Atlanta Hawks .......... Total $65,046,378",Randolph Morris,"$855,189  minimum"
2010,atlanta hawks,ATL,mario west,446740,"Atlanta Hawks .......... Total $65,046,378",Mario West,"$446,740  signed 1/12/10"
2010,atlanta hawks,ATL,othello hunter,307564,"Atlanta Hawks .......... Total $65,046,378",Othello Hunter,"$307,564  released 1/5/10"
2011,atlanta hawks,ATL,joe johnson,16324500,"Atlanta Hawks .......... Total $70,099,179",Joe Johnson,"$16,324,500"
2011,atlanta hawks,ATL,josh smith,11600000,"Atlanta Hawks .......... Total $70,099,179",Josh Smith,"$11,600,000"
2011,atlanta hawks,ATL,jamal crawford,10800000,"Atlanta Hawks .......... Total $70,099,179",Jamal Crawford,"$10,800,000"
2011,atlanta hawks,ATL,kirk hinrich,9000000,"Atlanta Hawks .......... Total $70,099,179",Kirk Hinrich,"$9,000,000"
2011,atlanta hawks,ATL,marvin williams,6712500,"Atlanta Hawks .......... Total $70,099,179",Marvin Williams,"$6,712,500"
2011,atlanta hawks,ATL,al horford,5444857,"Atlanta Hawks .......... Total $70,099,179",Al Horford,"$5,444,857  4th year of rookie contract"
2011,atlanta hawks,ATL,zaza pachulia,4251250,"Atlanta Hawks .......... Total $70,099,179",Zaza Pachulia,"$4,251,250"
2011,atlanta hawks,ATL,jeff teague,1476840,"Atlanta Hawks .......... Total $70,099,179",Jeff Teague,"$1,476,840  2nd year of rookie contract"
2011,atlanta hawks,ATL,jason collins,1352181,"Atlanta Hawks .......... Total $70,099,179",Jason Collins,"$1,352,181  minimum, counts $854,389"
2011,atlanta hawks,ATL,etan thomas,1223166,"Atlanta Hawks .......... Total $70,099,179",Etan Thomas,"$1,223,166  minimum, counts $854,389"
2011,atlanta hawks,ATL,josh powell,1069609,"Atlanta Hawks .......... Total $70,099,179",Josh Powell,"$1,069,609  minimum, counts $854,389"
2011,atlanta hawks,ATL,hilton armstrong,992680,"Atlanta Hawks .......... Total $70,099,179",Hilton Armstrong,"$992,680  minimum, counts $854,389"
2011,atlanta hawks,ATL,damien wilkins,748656,"Atlanta Hawks .......... Total $70,099,179",Damien Wilkins,"$748,656  m c $598,072, s12/3-1/5 s1/18"
2011,atlanta hawks,ATL,pape sy,473604,"Atlanta Hawks .......... Total $70,099,179",Pape Sy,"$473,604  minimum"
2012,atlanta hawks,ATL,joe johnson,18038573,"Atlanta Hawks .......... Total $70,628,079",Joe Johnson,"$18,038,573  ($14,518,851)"
2012,atlanta hawks,ATL,josh smith,12400000,"Atlanta Hawks .......... Total $70,628,079",Josh Smith,"$12,400,000   ($9,980,488)"
2012,atlanta hawks,ATL,al horford,12000000,"Atlanta Hawks .......... Total $70,628,079",Al Horford,"$12,000,000   ($9,658,537)"
2012,atlanta hawks,ATL,kirk hinrich,8100000,"Atlanta Hawks .......... Total $70,628,079",Kirk Hinrich,"$8,100,000   ($6,519,512)"
2012,atlanta hawks,ATL,marvin williams,7500000,"Atlanta Hawks .......... Total $70,628,079",Marvin Williams,"$7,500,000   ($6,036,585)"
2012,atlanta hawks,ATL,zaza pachulia,4750000,"Atlanta Hawks .......... Total $70,628,079",Zaza Pachulia,"$4,750,000   ($3,823,171)"
2012,atlanta hawks,ATL,jeff teague,1579920,"Atlanta Hawks .......... Total $70,628,079",Jeff Teague,"$1,579,920   ($1,271,643)  3rd yr rookie con"
2012,atlanta hawks,ATL,jason collins,1352181,"Atlanta Hawks .......... Total $70,628,079",Jason Collins,"$1,352,181   ($1,088,341)  min, counts $854,389"
2012,atlanta hawks,ATL,tracy mcgrady,1352181,"Atlanta Hawks .......... Total $70,628,079",Tracy McGrady,"$1,352,181   ($1,088,341)  min, counts $854,389"
2012,atlanta hawks,ATL,vladimir radmanovic,1352181,"Atlanta Hawks .......... Total $70,628,079",Vladimir Radmanovic,"$1,352,181   ($1,088,341)  min, counts $854,389"
2012,atlanta hawks,ATL,jerry stackhouse,1352181,"Atlanta Hawks .......... Total $70,628,079",Jerry Stackhouse,"$1,352,181   ($1,088,341)  min, counts $854,389"
2012,atlanta hawks,ATL,willie green,1223166,"Atlanta Hawks .......... Total $70,628,079",Willie Green,"$1,223,166     ($984,499)  min, counts $854,389"
2012,atlanta hawks,ATL,jannero pargo,1223166,"Atlanta Hawks .......... Total $70,628,079",Jannero Pargo,"$1,223,166     ($984,499)  min, counts $854,389"
2012,atlanta hawks,ATL,erick dampier,850522,"Atlanta Hawks .......... Total $70,628,079",Erick Dampier,"$850,522     ($684,566)  m, s 2/9, c $537,411"
2012,atlanta hawks,ATL,ivan johnson,473604,"Atlanta Hawks .......... Total $70,628,079",Ivan Johnson,"$473,604     ($381,193)  minimum"
2012,atlanta hawks,ATL,donald sloan,122237,"Atlanta Hawks .......... Total $70,628,079",Donald Sloan,"$122,237      ($98,386)  min, rel 1/26"
2013,atlanta hawks,ATL,josh smith,13200000,"Atlanta Hawks .......... Total $66,656,919",Josh Smith,"$13,200,000"
2013,atlanta hawks,ATL,al horford,12000000,"Atlanta Hawks .......... Total $66,656,919",Al Horford,"$12,000,000"
2013,atlanta hawks,ATL,devin harris,8500000,"Atlanta Hawks .......... Total $66,656,919",Devin Harris,"$8,500,000"
2013,atlanta hawks,ATL,zaza pachulia,5248750,"Atlanta Hawks .......... Total $66,656,919",Zaza Pachulia,"$5,248,750"
2013,atlanta hawks,ATL,kyle korver,5000000,"Atlanta Hawks .......... Total $66,656,919",Kyle Korver,"$5,000,000"
2013,atlanta hawks,ATL,louis williams,5000000,"Atlanta Hawks .......... Total $66,656,919",Louis Williams,"$5,000,000"
2013,atlanta hawks,ATL,johan petro,3500000,"Atlanta Hawks .......... Total $66,656,919",Johan Petro,"$3,500,000"
2013,atlanta hawks,ATL,dahntay jones,2900000,"Atlanta Hawks .......... Total $66,656,919",Dahntay Jones,"$2,900,000"
2013,atlanta hawks,ATL,jeff teague,2433077,"Atlanta Hawks .......... Total $66,656,919",Jeff Teague,"$2,433,077  4th year of rookie contract"
